location,sample date,Oxygen saturation,Dissolved silicates,Benzo(k)fluoranthene,Hexachlorobenzene,PAHs,Benzo(b)fluoranthene,beta-Hexaxchlorocyclohexane,Chlorodinine,Methoxychlor,Carbonates,Chemical Oxygen Demand (Mn),Anthracene,Boron,Cyanides,Chromium,Metolachlor,Endosulfan (alpha),Inorganic nitrogen,Pyrene,Heptachloroepoxide,Biochemical Oxygen,Berilium,"p,p-DDE",Sodium,AOX,Total organic carbon,Nitrates,PCB 118,"Benzo(g,h,i)perylene",Acenaphthylene,Total dissolved salts,Orthophosphate-phosphorus,Calcium,Macrozoobenthos,Benzo(a)anthracene,Total extractable matter,Nickel,Alachlor,Pentachlorobenzene,Dieldrin,Methylosmoline,Barium,Chemical Oxygen Demand (Cr),Benzo(a)pyrene,Phenanthrene,PCB 180,Anionic active surfactants,Chrysene,Mercury,gamma-Hexachlorocyclohexane,Manganese,PCB 101,Dissolved organic carbon,Cadmium,Trifluralin,Endrin,Sulfides,Nitrites,Sulphates,Selenium,Simazine,Total phosphorus,Endosulfan (beta),"1,2,4-Trichlorobenzene",Arsenic,Iron,alpha-Hexachlorocyclohexane,Silica (SiO2),Total dissolved phosphorus,Fecal coliforms,PCB 153,Fluorene,PCB 138,Heptachlor,Copper,Tetrachloromethane,PCB 52,Magnesium,Bicarbonates,Total hardness,Zinc,"p,p-DDT",Dissolved oxygen,"Indeno(1,2,3-c,d)pyrene",Fluoranthene,Fecal streptococci ,Ammonium,Aldrin,Isodrin,"p,p-DDD",Chlorides,Acenaphthene,Atrazine,AGOC-3A,PCB 28,Potassium,"1,2,3-Trichlorobenzene",Lead,Cesium,Total nitrogen,Aluminium,Organic nitrogen,Water temperature,Petroleum hydrocarbons,Naphthalene,Total coliforms
Chai,28-Apr-00,,,,,,,,,,,7.3,,,,1,,,,,,6,,,16.2,,,2.52,,,,,0.06,57,2,,0.08,,,,,,,10.9,,,,0.09,,,0.02,0.08,,,1.46,,,,0.04,37,,,0.11,,,,0.71,,,,0.01,,,,,3,,,13.2,159,,36,0.02,8.3,,,0.02,0.09,,,,47.5,,0.02,,,2.5,,9,,,,,14,,,2.2
Chai,19-May-00,,,,,,,,,,,7.2,,,,28.91,,,,,,4.1,,,14.8,,,1.62,,,,,0.03,48.6,2.03,,,,,,,,,18,,,,0.09,,,0.01,0.04,,,1.57,,,,0.03,38.9,,,0.05,,,,0.3,,,,2.2,,,,,37.15,,,19.1,239,,18,0.01,7.7,,,0.02,0.73,,,,25.8,,0.02,,,3,,15.53,,,,,13.3,,,16
Chai,28-Jun-00,,,,,,,,,,,6.8,,,,7,,,,,,4.1,,,17.5,,,0.67,,,,,0.1,55.3,2.05,,0.14,,,,,,,14.2,,,,0.1,,,0.11,0.04,,,1,,,,0.01,54.6,,,0.13,,,,0.83,,,,14,,,,,13,,,15.7,134,,28,0.26,6.2,,,,0.03,,,,30,,0.03,,,2.8,,31,,,,,25,,,32
Chai,15-Jul-00,,,,,,,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,,,0.56,,,,,,,,,,,,,,,,,,,,,106,,,,,,106,,,,,,,,,,,,,,,,,20.9,,,,,,,,
Chai,21-Jul-00,,,,,,,,,,,6.5,,,,3,,,,,,5.5,,,21.2,,,1.52,,,,,0.02,47.6,2.01,,,,,,,,,24,,,,0.1,,,,0.08,,,0.44,,,,0.01,36.2,,,0.03,,,,0.67,,,,54,,,,,17,,,16.8,159,,45,,7.8,,,,0.87,,,,34.1,,,,,2.4,,26,,,,,22.5,,,280
Chai,26-Jul-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
Chai,15-Aug-00,,,,,,,,,,,,,,,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,6.8,,,,,,,,,,,,,,,,,,,,,105.5,,,,,,119,,,,,,,,,,,,,,,,,91,,,,,,,,
Chai,26-Aug-00,,,,,,,,,,,5.4,,,,14,,,,,,3.6,,,17.4,,,0.61,,,,,0.09,49,2.04,,0.12,,,,,,,14,,,,0.08,,,,0.03,,,0.28,,,,0.06,39.3,,,0.22,,,,0.79,,,,0.02,,,,,19,,,12,146,,33,,4.7,,,0.008,0.2,,,,28.4,,,,,4.3,,25,,,,,25,,,0.04
Chai,23-Sep-00,,,,,,,,,,,5.5,,,,10,,,,,,4.2,,,18,,,1.01,,,,,0.04,51.1,1.7,,,,,,,,,14,,,,0.05,,,,0.005,,,0.13,,,,0.03,57.5,,,0.05,,,,0.13,,,,0.2,,,,,6,,,18.9,189,,16,,8.2,,,0.01,0.4,,,,33.5,,,,,3,,10,,,,,16,,,0.15
Chai,16-Oct-00,,,,,,,,,,,4.2,,,,12,,,,,,3.8,,,22,,,1.22,,,,,0.1,55,2.06,,0.07,,,,,,,12.9,,,,0.09,,,,0.01,,,1.22,,,,0.06,39.1,,,0.18,,,,0.28,,,,0.009,,,,,16,,,17.4,159,,56,,8.3,,,,0.18,,,,32,,,,,3.7,,23,,,,,16,,,0.35
Chai,18-Nov-00,,,,,,,,,,,6,,,,10,,,,,,4.3,,,17,,,2.34,,,,,0.08,58.5,1.95,,,,,,,,,15,,,,0.06,,,,0.07,,,1.34,,,,0.02,58.4,,,0.11,,,,0.37,,,,0.008,,,,,16,,,19.4,177,,27,,10.6,,,,0.25,,,,31.1,,,,,3.2,,18,,,,,5,,,0.35
Chai,03-Dec-00,,,,,,,,,,,6.3,,,,18,,,,,,3.5,,,18.8,,,2.23,,,,,0.1,50.5,2,,,,,,,,,21,,,,0.07,,,,0.07,,,1.56,,,,0.05,57.1,,,0.16,,,,0.52,,,,,,,,,16,,,25.2,197,,13,,11.2,,,0.02,0.36,,,,34.8,,,,,3.8,,24,,,,,4,,,1.6
Chai,16-Jan-01,,,,,,,,,,,5.7,,,,28,,,,,,4.5,,,20,,,2.72,,,,,0.08,57,2.04,,,,,,,,,18,,,,0.05,,,0.38,0.1,,,5,,,,0.02,44.5,,,0.11,,,,1.69,,,,,,,,,31,,,17.6,169,,39,0.33,10.9,,,,0.46,,,,30.4,,0.01,,,2.8,,7,,,,,3.5,,,
Chai,17-Feb-01,,,,,,,,,,,5.9,,,,16,,,,,,4.5,,,28.8,,,2.73,,,,,0.02,72.9,2.23,,,,,,,,,17,,,,0.07,,,0.37,0.03,,,3.43,,,,0.04,55.1,,,0.04,,,,0.8,,,,0.03,,,,,22,,,14.8,196,,33,0.09,11.3,,,0.005,0.28,,,,34.5,,0.01,,,3.4,,8,,,,,2.4,,,1.6
Chai,31-Mar-01,,,,,,,,,,,5.3,,,,22,,,,,,3.8,,,20.4,,,2.69,,,,,0.02,59.5,2.1,,,,,,,,,18,,,,0.06,,,0.07,0.04,,,0.45,,,,0.03,47,,,0.04,,,,0.79,,,,0.17,,,,,22,,,14.3,171,,51,0.12,10,,,0.01,0.36,,,,34.5,,0.02,,,2.6,,2,,,,,7,,,0.33
Chai,27-Apr-01,,,,,,,,,,,2.8,,,,5,,,,,,3,,,12,,,1.36,,,,,0.04,57,,,0.12,,,,,,,10.7,,,,0.05,,,0.14,0.01,,,,,,,0.01,48.5,,,0.06,,,,0.82,,,,0.04,,,,,13,,,12.6,152,,77,0.74,9.1,,,,0.16,,,,32,,0.006,,,2.1,,6,,,,,14,,,0.24
Chai,27-May-01,,,,,,,,,,,7.9,,,,27,,,,,,3.8,,,18,,,1.5,,,,,0.01,59.5,2.03,,,,,,,,,20,,,,0.17,,,0.03,0.48,,,2.64,,,,0.01,56.1,,,0.03,,,,0.6,,,,0.64,,,,,23,,,19.2,174,,28,0.01,7.1,,,0.01,0.71,,,,38.2,,0.01,,,3,,13,,,,,17,,,2.5
Chai,19-Jun-01,,,,,,,,,,,3.8,,,,14.6,,,,,,3.1,,,14.22,,,0.94,,,,,0.08,55,2.1,,0.15,,,,,,,21,,,,0.1,,,0.01,0.03,,,4.1,,,,0.02,53.5,,,0.13,,,,0.41,,,,0.01,,,,,13.4,,,12,152,,22,0.03,6.4,,,0.002,0.16,,,,25.5,,0.01,,,4.23,,61,,,,,24.5,,,0.54
Chai,07-Jul-01,,,,,,,,,,,4.7,,,,11.23,,,,,,3.2,,,10.4,,,2.2,,,,,0.04,58.9,2.41,,,,,,,,,19,,,,0.13,,,,0.16,,,4.74,,,,0.04,58.1,,,0.07,,,,3.91,,,,0.26,,,,,28.08,,,18.5,154,,52,0.01,6.4,,,0.02,0.21,,,,34.6,,,,,3.37,,29.2,,,,,24,,,9.2
Chai,26-Aug-01,,,,,,,,,,,3.2,,,,9.69,,,,,,2.9,,,16.8,,,0.95,,,,,0.06,52,2.1,,0.16,,,,,,,14.2,,,,0.11,,,0.01,0.07,,,0.58,,,,0.02,61,,,0.11,,,,0.45,,,,0.02,,,,,18.42,,,12,152,,16,0.01,7,,,0.002,0.1,,,,27,,,,,4.2,,17.59,,,,,21,,,0.05
Chai,22-Sep-01,,,,,,,,,,,5.5,,,,12.49,,,,,,4.5,,,19.8,,,1.25,,,,,0.06,54.4,2.06,,,,,,,,,16,,,,0.08,,,,0.08,,,0.05,,,,0.02,51.2,,,0.09,,,,0.75,,,,0.02,,,,,37.1,,,14.9,154,,45,,7.2,,,0.002,0.21,,,,27.5,,,,,3.6,,5.84,,,,,21.2,,,0.02
Chai,22-Nov-01,,,,,,,,,,,4.58,,,,7.71,,,,,,1.29,,,18.4,,,2.56,,,,,0.01,61.3,,,,,,,,,,16,,,,0.44,,,,0.13,,,0.42,,,,0.005,25.1,,,,,,,0.61,,,,0.36,,,,,26.74,,,24.07,161,,36,0.02,7.59,,,0.18,0.29,,,,34.4,,,,,3.2,,,,,,,8,,,24
Chai,01-Feb-02,,,,,,,,,,,7.6,,,,,,,,,,2.6,,,,,,2.39,,,,,0.03,44.9,,,,,,,,,,28,,,,,,,,,,,,,,,0.07,20.6,,,0.05,,,,,,,,,,,,,,,,44.5,174.4,,,,10.7,,,,0.61,,,,34.4,,,,,,,,,,,,1.7,,,
Chai,18-Feb-02,,,,,,,,,,,,,,,13.42,,,,,,,,,,,,2.4,,,,,0.01,66.1,,,,2.02,,,,,,,,,,,,,,0.08,,,0.28,,,,0.05,46.2,,,0.04,,,,1.1,,,,,,,,,38.67,,,50.8,111.6,,40,,9.8,,,,0.26,,,,40.9,,,,,,,8.83,,,,,3.5,,,
Chai,16-Mar-02,,,,,,,,,,,8.5,,,,8.24,,,,,,3.9,,,,,,2.4,,,,,0.01,58,,,,0.88,,,,,,38,,,,,,,0.13,0.07,,,0.1,,,,0.06,35.2,,,0.04,,,,0.95,,,,,,,,,32.82,,,34,176.4,,23,0.19,10.8,,,,0.47,,,,40.5,,0,,,,,5.28,,,,,5,,,
Chai,31-Mar-02,,,,,,,,,,,6.1,,,,17.55,,,,,,3.2,,,,,,2.09,,,,,0.05,50.3,,,,3.29,,,,,,29,,,,,,,0.01,0.1,,,0.64,,,,0.07,27,,,0.07,,,,1.78,,,,,,,,,61.27,,,35.2,78.1,,43,0,10.1,,,,0.52,,,,27,,0,,,,,4.88,,,,,7,,,
Chai,15-Apr-02,,,,,,,,,,,,,,,6.07,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,0.1,,,0.73,,,,,,,,,,,,0.74,,,,,,,,,22.34,,,,,,29,,,,,,,,,,,,,,,,,0.89,,,,,,,,
Chai,25-Apr-02,,,,,,,,,,,6.1,,,,8.61,,,,,,3.5,,,,,,1.86,,,,,0.01,50.3,,,,1.22,,,,,,49,,,,,,,0.01,0.11,,,0.67,,,,0.005,32.1,,,0.03,,,,0.51,,,,,,,,,61.27,,,14,159.8,,35,0.08,8.1,,,,0.26,,,,37.9,,,,,,,1.67,,,,,14,,,
Chai,11-May-02,,,,,,,,,,,5.2,,,,1.31,,,,,,4.6,,,,,,1.54,,,,,0.005,42.5,,,,1.98,,,,,,20,,,,,,,0.01,0.03,,,2.07,,,,0.01,15.1,,,0.03,,,,0.24,,,,,,,,,57.6,,,23.5,119.5,,17,0.01,9.1,,,,0.31,,,,54.6,,0,,,,,24.33,,,,,15,,,
Chai,25-May-02,,,,,,,,,,,4.3,,,,1.14,,,,,,3.7,,,,,,2.25,,,,,0.007,65.5,,,,7.02,,,,,,,,,,,,,0.01,0.07,,,2.83,,,,0.01,27.7,,,0.05,,,,0.58,,,,,,,,,47.02,,,20.9,53.6,,46,0.01,9.4,,,,0.13,,,,27.3,,0,,,,,40.23,,,,,16,,,
Chai,12-Jun-02,,,,,,,,,,,3.5,,,,0.97,,,,,,3.4,,,,,,1,,,,,0.01,42.3,,,,2.95,,,,,,26,,,,,,,0.06,0.07,,,3.93,,,,0.07,82.5,,,0.05,,,,0.41,,,,,,,,,16.51,,,23.3,119.5,,18,0,11.6,,,,0.05,,,,27.3,,,,,,,2.19,,,,,22,,,
Chai,21-Jun-02,,,,,,,,,,,7.1,,,,1.55,,,,,,3.5,,,,,,0.96,,,,,0.005,46.2,,,,1.29,,,,,,,,,,,,,0.06,0.05,,,0.67,,,,0.007,96.1,,,0.03,,,,0.26,,,,,,,,,11.3,,,16.2,100.6,,14,0,9,,,,0.62,,,,27.3,,,,,,,1.36,,,,,21,,,
Chai,13-Jul-02,,,,,,,,,,,5,,,,,,,,,,3,,,,,,0.7,,,,,0.01,47.1,,,,,,,,,,37,,,,,,,,0.08,,,,,,,0.01,11.5,,,0.04,,,,0.19,,,,,,,,,,,,9.4,134.2,,3.6,,7,,,,0.05,,,,34.1,,,,,,,,,,,,20,,,
Chai,24-Jul-02,,,,,,,,,,,5,,,,,,,,,,4.6,,,,,,0.73,,,,,0.01,39.2,,,,,,,,,,27,,,,,,,,0.1,,,,,,,0.06,25.6,,,0.03,,,,0.4,,,,,,,,,,,,18.9,85.4,,,,9.9,,,,0.48,,,,27.3,,,,,,,,,,,,22,,,
Chai,10-Aug-02,,,,,,,,,,,5.3,,,,6.28,,,,,,4.8,,,,,,0.81,,,,,0.06,42.8,,,,1.18,,,,,,31,,,,,,,0.01,0.01,,,0.92,,,,0.03,25.4,,,0.1,,,,0.14,,,,,,,,,9.1,,,19.2,158.6,,18,,6.9,,,,0.22,,,,50.1,,0,,,,,14.21,,,,,22,,,
Chai,21-Aug-02,,,,,,,,,,,5,,,,6.63,,,,,,4.9,,,,,,0.9,,,,,0.02,51,,,,0.76,,,,,,24,,,,,,,,0.02,,,0.32,,,,0.006,33.9,,,0.05,,,,0.16,,,,,,,,,20.1,,,7,122,,30,,7,,,,0.28,,,,35.8,,0,,,,,9.21,,,,,26,,,
Chai,13-Sep-02,,,,,,,,,,,5.8,,,,2.41,,,,,,2.5,,,,,,1.25,,,,,0.01,55,,,,,,,,,,,,,,,,,,0.01,,,0.89,,,,0.01,15,,,0.04,,,,0.25,,,,,,,,,11,,,28.4,85.4,,11,,6.4,,,,0.22,,,,28.6,,0,,,,,8.78,,,,,20,,,
Chai,25-Sep-02,,,,,,,,,,,7.4,,,,1.65,,,,,,2.5,,,,,,0.63,,,,,0.02,51,,,,,,,,,,36,,,,,,,0.01,0.01,,,0.87,,,,0.005,87.1,,,0.05,,,,0.59,,,,,,,,,9.4,,,35.7,109.8,,31,0,8.4,,,,0.2,,,,35.5,,0,,,,,9.28,,,,,15,,,
Chai,10-Oct-02,,,,,,,,,,,5,,,,6.82,,,,,,3.6,,,,,,0.33,,,,,0.08,49,,,,,,,,,,,,,,0.05,,,,0.01,,,0.19,,,,0.03,51.4,,,0.14,,,,0.15,,,,0.02,,,,,5.9,,,12.6,152,,0,,8.4,,,0.03,0.29,,,,28.4,,,,,,,0.81,,,,,17,,,0.04
Chai,15-Oct-02,,,,,6.69,,,,,,,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,213,,,0.2,,,,,,,,,,,,20,,,,,,,,,80,,,,,,90,0,,,,,,,,,,,,,,,,13.4,,,,,,2.19,,
Chai,24-Oct-02,,,,,,,,,,,5.2,,,,2.89,,,,,,2.9,,,,,,2.04,,,,,0.03,55,,,,0.59,,,,,,35,,,,,,,0,0.07,,,0.48,,,,0.03,13,,,0.05,,,,1.33,,,,,,,,,3.27,,,14.3,170,,61,0,8.5,,,,0.82,,,,35.5,,0,,,,,7.18,,,,,14,,,
Chai,30-Oct-02,,,,,,,,,,,5.5,,,,0.92,,,,,,3,,,,,,1.68,,,,,0.01,51,,,,0.67,,,,,,36,,,,,,,0,0.06,,,0.34,,,,0.05,,,,0.04,,,,0.45,,,,,,,,,5.06,,,16.7,158.6,,24,0,8.7,,,,0.81,,,,71,,0,,,,,6.42,,,,,14,,,
Chai,07-Nov-02,,,,,,,,,,,6.4,,,,1.44,,,,,,3.9,,,,,,0,,,,,0.03,43.2,,,,,,,,,,46,,,,,,,0.01,0.03,,,1.11,,,,0.02,11,,,0.06,,,,0.16,,,,,,,,,4.19,,,26.1,170.8,,7,0,9.6,,,,0.2,,,,35.5,,0,,,,,18.29,,,,,14,,,
Chai,05-Dec-02,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.09,,,0.17,,,,,,,,,,,,0.42,,,,,,,,,18.2,,,,,,49,,,,,,,,,,,,0,,,,,,,,,,,,,
Chai,06-Dec-02,,,,,,,,,,,6.2,,,,,,,,,,1.6,,,,,,2.28,,,,,0.01,64.1,,,,,,,,,,,,,,,,,,,,,,,,,0.01,14.6,,,0.04,,,,,,,,,,,,,,,,17,170.8,,,,8.6,,,,0.42,,,,35.5,,,,,,,,,,,,8.5,,,
Chai,13-Dec-02,,,,,,,,,,,4.4,,,,4.37,,,,,,2.2,,,,,,2.29,,,,,0.07,48,,,,,,,,,,89,,,,,,,0.02,0.03,,,0.2,,,,0.05,,,,0.1,,,,0.18,,,,,,,,,7.61,,,29.1,170.8,,24,,9.7,,,,0.39,,,,21.3,,0,,,,,,,,,,7,,,
Chai,17-Jan-03,,,,,,,,,,,,,,,5.97,,,,,,,,,,,,1.65,,,,,0.037,56.1,2.15,,0.352,0.68,,,,,,,,,,,,,,0.054,,,0.51,,,,0.013,14.1,,,,,,,0.333,,,,0.02,,,,,6.59,,,19.4,122,,8,,14.8,,,0.06,0.59,,,,28.6,,0,,,,,11.83,,,,,5,,,0.33
Chai,29-Jan-03,,,,,,,,,,,6.3,,,,1.34,,,,,,2.9,,,,,,2.35,,,,,0.029,,2.5,,,0.5,,,,,,21,,,,0.062,,,,0.053,,,0.75,,,,0.024,10.7,,,,,,,0.211,,,,2.8,,,,,7.22,,,31.6,158.6,,5,,10.8,,,1.5,0.34,,,,24.5,,0,,,,,5.98,,,,,7,,,16
Chai,03-Feb-03,,,,,,,,,,,3.5,,,,4.61,,,,,,,,,,,,2.4,,,,,0.006,52.1,2.03,,,2.47,,,,,,9,,,,,,,0.008,0.034,,,0.316,,,,0.031,12.2,,,0.023,,,,0.447,,,,0.2,,,,,16.3,,,21.8,158.6,,2,,10.4,,,0.06,0.12,,,,28,,,,,,,9.04,,,,,8,,,49
Chai,28-Feb-03,,,,,,,,,,,4.7,,,,1.5,,,,,,4.4,,,,,,2.35,,,,,0.025,48,2.39,,,2.79,,,,,,30,,,,0.028,,,0.013,0.043,,,2.52,,,,0.048,13,,,0.032,,,,0.806,,,,0.2,,,,,5.68,,,21.8,170.8,,3,,11.4,,,0.11,0.19,,,,36,,,,,,,8.72,,,,,10,,,11
Chai,19-Mar-03,,,,,,,,,,,6.14,,,,11.54,,,,,,2.64,,,,,,2.37,,,,,0.043,56,1.8,,0.47,7.99,,,,,,11,,,,0.04,,,,0.052,,,2.78,,,,0.028,37.3,,,0.138,,,,0.647,,,,0.2,,,,,21.17,,,29.4,146,,8,0.011,9.5,,,0.33,0.18,,,,21.6,,,,,,,7.45,,,,,14,,,9.5
Chai,29-Mar-03,,,,,,,,,,,3.95,,,,1.87,,,,,,,,,,,,2.18,,,,,0.019,56.1,,,,3.95,,,,,,11,,,,,,,0.019,0.064,,,0.89,,,,0.033,24.1,,,0.022,,,,1.154,,,,2.1,,,,,29.87,,,11.1,158,,18,,8.9,,,0.17,0.156,,,,28.4,,,,,,,7.64,,,,,16,,,92
Chai,20-Apr-03,,,,,,,,,,,3.7,,,,2.03,,,,,,1.15,,,,,,2.15,,,,,0.028,45.8,1.5,,,3.37,,,,,,8,,,,,,,,0.086,,,0.44,,,,0.02,24.06,,,0.033,,,,0.674,,,,0.2,,,,,10.96,,,25.5,76.2,,26,,8.98,,,0.078,0.269,,,,35.5,,,,,,,11.12,,,,,10,,,4.9
Chai,27-Apr-03,,,,,,,,,,,7.8,,,,2.54,,,,,,2,,,,,,1.83,,,,,0.034,57.2,,,,1.92,,,,,,18,,,,,,,,0.047,,,1.92,,,,0.057,37.8,,,0.044,,,,0.528,,,,0.2,,,,,14.62,,,20.91,175.6,,24,,9,,,0.02,0.26,,,,35.5,,,,,,,10.42,,,,,8,,,1.7
Chai,18-May-03,,,,,,,,,,,3.22,,,,0.92,,,,,,1.74,,,,,,1.51,,,,,0.01,63.08,2.11,,,16.24,,,,,,10,,,,,,,,0.05,,,2.44,,,,0.024,26.26,,,0.016,,,,0.7,,,,,,,,,12.18,,,17.99,188.6,,25.8,,8.7,,,0.02,0.171,,,,21.3,,,,,,,8.24,,,,,20,,,92
Chai,25-May-03,,,,,,,,,,,3.5,,,,1.1,,,,,,1.6,,,,,,1.67,,,,,0.021,55.6,,,,3.76,,,,,,11,,,,,,,,0.046,,,0.36,,,,0.014,28.4,,,0.042,,,,0.89,,,,,,,,,12,,,13.6,175.6,,16.8,,8.4,,,,0.19,,,,28.4,,,,,,,7.19,,,,,20,,,
Chai,13-Jun-03,,,,,,,,,,,2.2,,,,0.83,,,,,,1.37,,,,,,1.24,,,,,0,44.5,,,,1.84,,,,,,10,,,,,,,,0.016,,,0.91,,,,0.023,18.79,,,0.006,,,,1.131,,,,,,,,,11.6,,,17.99,175.6,,31.2,,7.99,,,0.02,0.262,,,,42.6,,,,,,,10.59,,,,,18,,,13
Chai,21-Jun-03,,,,,,,,,,,2.6,,,,1.13,,,,,,0.87,,,,,,1.49,,,,,0.037,50.5,1.96,,,0.3,,,,,,15,,,,,,,,0.016,,,0.36,,,,0.022,33.2,,,0.039,,,,0.58,,,,,,,,,9.84,,,16.5,150.6,,18.3,,7.1,,,0.018,0.36,,,,28.4,,,,,,,4.21,,,,,21,,,18
Chai,06-Jul-03,,,,,,,,,,,3.78,,,,,,,,,,1.21,,,,,,2.01,,,,,0.006,46.6,2.04,,,,,,,,,12,,,,,,,,,,,,,,,0.036,28.36,,,0.01,,,,,,,,0.02,,,,,,,,18.96,161,,,,7.36,,,0.2,1.082,,,,21.3,,,,,,,,,,,,21,,,160
Chai,10-Jul-03,,,,,,,,,,,3.1,,,,1.75,,,,,,1.4,,,,,,1.83,,,,,0.01,46.6,,,,1.657,,,,,,18,,,,,,,,0.079,,,2.104,,,,0.023,31,,,0.034,,,,,,,,,,,,,5.97,,,21.1,150.6,,8.3,,7.6,,,,1,,,,28.4,,,,,,,0.982,,,,,32,,,
Chai,15-Aug-03,,,0.001,,,0.001,,,,,,,,,35.67,,,,,,,,,,,,,,0.001,,,,,,,,49.4,,,,,,,0.001,,0.001,,,,0.001,463.07,0.001,,0.42,,,,,,,,,,,,20688.6,,,,,0.001,,0.001,,67.36,,0.001,,,,149.7,0.001,,0.001,0.001,,,,,,,,,,0.001,,,9.86,,,,,,,,
Chai,16-Aug-03,,,,,,,,,,,2.94,,,,1.359,,,,,,2.08,,,,,,1.27,,,,,0.025,46.49,2.05,,,,,,,,,21,,,,,,,,0.036,,,0.202,,,,0.019,29.9,,,0.029,,,,0.234,,,,0.2,,,,,5.62,,,18.72,143.35,,19.4,,8.78,,,0.2,0.123,,,,21.3,,,,,,,,,,,,25.5,,,7
Chai,28-Aug-03,,,,,,,,,,,2.9,,,,5.187,,,,,,1.4,,,,,,1.11,,,,,0.03,,,,,,,,,,,8,,,,,,,,0.019,,,0.137,,,,0.046,,,,0.057,,,,0.155,,,,,,,,,3.05,,,,,,9,,8.6,,,,0.35,,,,28.4,,,,,,,,,,,,24,,,
Chai,13-Sep-03,,,,,,,,,,,3.39,,,,1.054,,,,,,1.99,,,,,,1.34,,,,,0.006,55,,,,29.38,,,,,,15,,,,,,,0.002,0.113,,,3.041,,,,0.011,34.6,,,0.032,,,,0.512,,,,,,,,,4.9,,,16.5,179.3,,20.6,0.008,8.4,,,,0.27,,,,29.2,,,,,,,2.991,,,,,20.3,,,
Chai,08-Oct-03,,,,,,,,,,,2.5,,,,0.924,,,,,,2.19,,,,,,2.03,,,,,0.018,36.4,,,,8.94,,,,,,16,,,,,,,,0.059,,,0.498,,,,0.016,46.5,,,0.125,,,,0.182,,8.23,,9.5,,,,,7.9,,,27.2,167.4,,16.2,0.003,8.6,,,5.4,0.68,,,,36.5,,,,,,,3.04,,,,,20,,,9.5
Chai,12-Oct-03,,,,,,,,,,,5.65,,,,1.213,,,,,,1.56,,,,,,1.7,,,,,0.026,48.5,,,,2.2,,,,,,18,,,,,,,,0.042,,,0.393,,,,0.022,32.61,,,0.059,,,,0.203,,9.03,,,,,,,5.69,,,19.6,167.4,,12.9,,7.85,,,,0.35,,,,21.9,,,,,,,3.21,,,,,18,,,
Chai,19-Nov-03,,,,,,,,,,,2.68,,,,5.31,,,,,,0.86,,,,,,1.99,,,,,0.061,64.7,2.2,,,3.01,,,,,,30,,,,,,,,0.043,,,0.646,,,,0.012,48.24,,,0.104,,,,0.343,,,,160,,,,,,,,17.26,203.1,,2,,9.51,,,2.2,0.386,,,,36.5,,,,,,,2.81,,,,,6,,,160
Chai,28-Nov-03,,,,,,,,,,,,,,,2.6,,,,,,1.6,,,,,,2.15,,,,,0.037,,,,1.17,3.58,,,,,,12,,,,,,,,0.061,,,0.268,,,,0.019,,,,0.117,,,,0.368,,,,,,,,,2.82,,,,,,3.1,,10.8,,,,0.29,,,,43.9,,,,,,,2.33,,,,,6,,,
Chai,14-Dec-03,,,,,,,,,,,5.63,,,,,,,,,,2.2,,,,,,2.41,,,,,0.048,38.9,2.5,,,,,,,,,15,,,,0.1178,,,,,,,,,,,0.026,19.88,,,0.077,,,,,,9.6,,0.37,,,,,,,,28.21,167.14,,,,10.27,,,0.036,1.09,,,,29.2,,,,,,,,,,,,2,,,160
Chai,21-Dec-03,,,,,,,,,,,5.1,,,,,,,,,,1.7,,,,,,2.57,,,,,0.008,31.1,,,,,,,,,,15,,,,,,,,,,,,,,,0.15,23.6,,,0.018,,,,,,9.4,,,,,,,,,,35.5,203.3,,,,12.6,,,,0.45,,,,21.9,,,,,,,,,,,,2,,,
Chai,22-Jan-04,,,,,,,,,,,4.4,,,,2.76,,,,,,3.92,,,,,,2.32,,,,,0.022,73.9,2,,,2.85,,,,,,16,,,,0.0499,,,,0.067,,,1.036,,,,0.054,45.3,,,0.027,,,,6.13,,11.9,,0.045,,,,,10.06,,,12.48,161,,47,,11.26,,,0.07,0.627,,,,35.5,,,,,,,9.98,,,,,2,,,0.23
Chai,30-Jan-04,,,,,,,,,,,,,,,9.44,,,,,,3.7,,,,,,2.75,,,,,0.027,,,,,1.09,,,,,,19,,,,,,,,0.043,,,0.707,,,,0.037,,,,0.03,,,,0.444,,9.8,,,,,,,15.06,,,,,,66,,11.8,,,,1.56,,,,35.5,,,,,,,7.6,,,,,5,0,,
